gene,mean_bulge,mean_dent,lfc
PMPCB,0.021310663,0.020764638,0.0005460251
ATP6AP2,0.07153318,0.070987955,0.00054522604
PRKAR1A,0.101765275,0.10122682,0.00053845346
TOP1,0.046114653,0.045576405,0.00053824857
PCYT1A,0.033482164,0.03294423,0.00053793564
ADO,0.021947514,0.021412816,0.00053469837
AFG3L2,0.04004912,0.03951676,0.0005323626
ZCRB1,0.022344045,0.021812787,0.00053125806
ANKRD11,0.022978883,0.022447655,0.00053122826
ORMDL2,0.038786255,0.03825545,0.00053080544
EHD4,0.027820041,0.027292535,0.0005275067
NAXE,0.050280064,0.049754053,0.000526011
TTLL12,0.025505412,0.024979614,0.00052579865
MTHFD1L,0.025938114,0.02541331,0.000524804
CHURC1,0.023940662,0.02341609,0.00052457117
PSMD13,0.03144767,0.030924985,0.00052268617
MRPL27,0.0256408,0.025119368,0.0005214326
WBP2,0.035545886,0.035025604,0.0005202815
FAM172A,0.025218686,0.024698552,0.00052013434
R3HDM2,0.024872229,0.0243526,0.0005196277
KRT80,0.03159857,0.031079378,0.0005191937
VCL,0.064049296,0.063530274,0.00051902235
COA1,0.024187436,0.023672087,0.0005153492
NAE1,0.022012882,0.021499075,0.00051380694
BLVRB,0.023058988,0.0225477,0.00051128864
TMEM132A,0.023930352,0.023422731,0.0005076211
YARS1,0.02862374,0.028116835,0.000506904
TMEM106C,0.024559645,0.024053542,0.00050610304
DPY30,0.029386614,0.028881669,0.0005049445
NPDC1,0.028878279,0.02838417,0.00049410947
POLR2J,0.041791495,0.04129898,0.0004925132
RHOG,0.035369586,0.0348777,0.00049188733
VPS26A,0.023611372,0.023121232,0.00049014017
MLF2,0.06883279,0.06834963,0.0004831627
SCOC,0.022466768,0.021984667,0.000482101
NUDC,0.035786793,0.035305277,0.00048151612
WIZ,0.024858518,0.0243811,0.0004774183
GRIN2D,0.022862017,0.022385005,0.00047701225
NDUFC2,0.022074556,0.021600893,0.0004736632
NADK,0.022960098,0.02248644,0.00047365762
PHPT1,0.033080626,0.032610044,0.0004705824
PITHD1,0.028705502,0.028237011,0.00046849065
ASXL1,0.025440775,0.024974287,0.0004664883
SMAD4,0.02265289,0.02218946,0.00046342984
MRPL51,0.059150644,0.058691353,0.00045929104
ENSG00000223393,0.021618005,0.02116141,0.0004565958
RPF1,0.023231488,0.022775892,0.00045559555
GLUL,0.04576538,0.045318592,0.00044678897
PIGX,0.03906779,0.038621277,0.0004465133
CCDC6,0.027621482,0.02717584,0.00044564158
EMC10,0.06881876,0.06837609,0.00044267625
BSDC1,0.02900091,0.02855836,0.0004425496
NDUFA10,0.029205233,0.028767176,0.0004380569
ADPRS,0.022163182,0.021725345,0.0004378371
MYO9B,0.022695063,0.022258462,0.0004366003
CDH3,0.18033014,0.17990111,0.00042903423
OTUB1,0.052333023,0.05190651,0.0004265122
RPL7L1,0.024191918,0.023766927,0.00042499043
CAMSAP2,0.02584023,0.02541561,0.00042461976
TTC1,0.025177998,0.024757992,0.000420006
CSK,0.024531925,0.024116669,0.00041525625
ALG2,0.0223171,0.021905635,0.00041146576
ZNF532,0.04049174,0.04008303,0.00040871277
ABHD12,0.029503955,0.029096913,0.00040704198
SLC1A4,0.046438765,0.04603213,0.00040663406
DESI2,0.041032743,0.04062626,0.00040648133
VPS29,0.03907093,0.038664952,0.0004059784
LRPAP1,0.032253493,0.03184856,0.0004049316
DDX42,0.0222574,0.021855593,0.00040180795
RAI1,0.026110722,0.025709543,0.00040117837
IRF9,0.03302769,0.032632463,0.00039522722
LTO1,0.09502678,0.09463166,0.00039512664
ZNF248,0.04650104,0.046106257,0.0003947839
NUP107,0.04312188,0.042731088,0.00039079413
DNAJC8,0.03192061,0.031533133,0.00038747862
SSU72,0.11451154,0.114124924,0.00038661808
EI24,0.052182812,0.051797487,0.0003853254
KCND3,0.029521752,0.02914062,0.0003811326
TRIB1,0.029066829,0.028687494,0.00037933514
ADAR,0.09931953,0.09894199,0.00037754327
DNPEP,0.023977036,0.023599895,0.00037714094
NECTIN2,0.027622418,0.027245628,0.00037679076
ORMDL1,0.033029966,0.032662667,0.00036729872
EIF2B5,0.02373739,0.023371987,0.00036540255
NT5C3A,0.026866311,0.026503073,0.00036323816
EIF3D,0.09896211,0.09860064,0.00036147237
RBM15B,0.027379086,0.027019648,0.00035943836
RNF7,0.058751944,0.058393132,0.0003588125
PNPT1,0.02232137,0.021964988,0.00035638176
MMGT1,0.030658497,0.030304955,0.00035354123
MIB2,0.06368882,0.063337006,0.00035181642
ABLIM1,0.022218337,0.02186669,0.00035164692
KDELR1,0.10110504,0.1007607,0.00034434348
DERL2,0.024660368,0.024317151,0.00034321658
ANAPC7,0.02694371,0.026600981,0.00034272857
SNRNP70,0.037423752,0.03708371,0.00034004077
UFD1,0.02752734,0.02718866,0.00033867918
MIF,0.025141189,0.02480301,0.00033817813
FUNDC2,0.025088726,0.024753975,0.00033475086
TMED3,0.044412278,0.044078544,0.00033373386
RPS17,0.12097082,0.120640986,0.0003298372
CREBBP,0.035316765,0.034992237,0.00032452866
AGO3,0.026454302,0.026132058,0.0003222432
IL17RA,0.023406113,0.02308767,0.0003184434
SLC66A2,0.024003558,0.023686152,0.0003174059
SCRIB,0.036103077,0.035787728,0.00031534955
POP7,0.022609884,0.022302806,0.00030707754
INAVA,0.055586565,0.05527957,0.00030699372
IER5,0.04305947,0.042753324,0.00030614436
DRG1,0.024002215,0.02370281,0.0002994053
MMP2,0.02907446,0.028777398,0.0002970621
PPIF,0.03505847,0.034761976,0.00029649213
N4BP2L2,0.040716764,0.04042412,0.0002926439
PSME3,0.042501837,0.04220985,0.00029198825
CNOT11,0.03794625,0.037656996,0.0002892539
RPL39L,0.059801366,0.059516985,0.0002843812
TSPAN14,0.030821243,0.030539481,0.00028176233
CAPRIN1,0.032095756,0.03181402,0.00028173625
SP1,0.023435744,0.023154011,0.00028173253
PIAS1,0.023949627,0.023668818,0.00028080866
XPOT,0.023477249,0.023198765,0.00027848408
TARS1,0.02879435,0.028528228,0.0002661217
NIP7,0.021914123,0.02164856,0.0002655629
DDA1,0.022642363,0.0223769,0.00026546232
GNG2,0.025813023,0.025552342,0.0002606809
NPLOC4,0.025988644,0.02572879,0.0002598539
MEN1,0.023233414,0.02297464,0.00025877357
SNRPB2,0.03564693,0.035394453,0.00025247782
TTC17,0.026811695,0.02656194,0.00024975464
CDC27,0.021942904,0.021698264,0.0002446398
NDUFS4,0.027219009,0.026974816,0.00024419278
USP48,0.022696204,0.022456331,0.0002398733
MRPS23,0.02561116,0.025374673,0.00023648702
AHCTF1,0.021889815,0.021656996,0.00023281947
GNA11,0.02423029,0.02399772,0.00023256987
SOWAHC,0.056434628,0.056204803,0.00022982433
PALMD,0.022102512,0.021872867,0.00022964552
CHTOP,0.049469195,0.04924088,0.00022831559
PSMD7,0.04639739,0.046169546,0.0002278462
DPP7,0.02453139,0.024306307,0.0002250839
NUP85,0.026728308,0.026503788,0.00022451952
LSM8,0.032440126,0.032216575,0.00022355095
OOEP,0.025517961,0.025294568,0.00022339262
GHITM,0.041954625,0.041733876,0.00022074953
EFCAB14,0.03737242,0.03715214,0.00022028014
HNRNPH2,0.036672108,0.03645382,0.00021828711
MOB1A,0.051874034,0.051656302,0.00021773204
SMARCD1,0.03156251,0.031345636,0.00021687523
RNF167,0.031899508,0.031684082,0.00021542609
JPT1,0.14715849,0.14694397,0.00021451712
MEA1,0.02436272,0.02415388,0.00020883977
TBC1D10B,0.021481866,0.021276327,0.00020553917
KRT6A,1.2976183,1.2974133,0.00020492077
C19orf33,0.035060395,0.03485753,0.00020286441
HGSNAT,0.0698635,0.06966743,0.00019606948
TMEM50B,0.028851079,0.028655516,0.00019556284
UBQLN2,0.03007247,0.029877424,0.00019504502
POLR2L,0.04864201,0.04844959,0.0001924187
MTA2,0.0377811,0.037589032,0.00019206852
ITPA,0.026998477,0.026806802,0.0001916755
HMGN1,0.16018124,0.15999,0.0001912415
PGRMC1,0.04846426,0.048278198,0.00018606335
GPAA1,0.07906197,0.07888094,0.00018102676
LETM1,0.022713784,0.022532891,0.00018089265
CPNE3,0.05046128,0.050280403,0.00018087775
WWOX,0.027616043,0.027437449,0.00017859414
BMP2K,0.02271613,0.022537606,0.00017852336
BCL11B,0.037481863,0.037306245,0.00017561764
SUB1,0.16650797,0.16633372,0.00017425418
POLD2,0.040504348,0.040332776,0.00017157197
MRPL13,0.03786965,0.037701327,0.00016832352
TSN,0.03858801,0.038423114,0.00016489625
RABGGTB,0.047431704,0.047268447,0.00016325712
CBFA2T2,0.026025804,0.025862789,0.00016301498
TFAP2A,0.03685585,0.036693186,0.0001626648
INTS13,0.050817557,0.05065523,0.0001623258
NFATC3,0.023538027,0.023376519,0.0001615081
PPP2R5A,0.02744967,0.027288496,0.00016117282
HUWE1,0.028831707,0.028670644,0.00016106293
MAPK9,0.032384317,0.03222328,0.00016103685
CNOT7,0.025595289,0.025439313,0.00015597604
TRA2B,0.06746789,0.06731281,0.00015508384
CASP8,0.02563324,0.025483932,0.00014930777
AMFR,0.02146686,0.02131906,0.00014780089
FXR1,0.026980437,0.02683402,0.00014641695
SSR2,0.075399786,0.07525516,0.00014462322
PHF20,0.025373226,0.025229461,0.00014376454
SLC25A39,0.1379967,0.13785452,0.00014218688
ZFP91,0.059407067,0.05926532,0.0001417473
TMEM237,0.036642905,0.03650283,0.00014007464
RPS6KA1,0.03027657,0.030136907,0.000139663
PRDX4,0.032638166,0.032504655,0.00013351068
ENY2,0.048653126,0.04852264,0.00013048574
SLC7A5,0.053219073,0.053095326,0.0001237467
WIPF1,0.023463083,0.02334335,0.00011973269
CRELD2,0.041656036,0.041537523,0.00011851266
TNPO1,0.02997272,0.029855879,0.00011684187
TXNL1,0.025972858,0.02585778,0.00011507794
GOLM2,0.02208726,0.021976208,0.000111050904
UBE2V2,0.026922258,0.026812965,0.00010929257
DBNDD2,0.04964502,0.049536712,0.00010830909
ME2,0.024913078,0.024807282,0.00010579638
USP36,0.022740038,0.02263506,0.00010497868
THBD,0.05388124,0.053777084,0.00010415539
TMEM248,0.03550579,0.035401713,0.00010407716
UTP11,0.030624814,0.030521298,0.000103516504
DUS1L,0.023716472,0.023613404,0.00010306761
MFSD14A,0.02472404,0.024621833,0.000102207065
NENF,0.04018289,0.04008082,0.00010206923
RSL1D1,0.034918994,0.03481813,0.000100862235
COPS3,0.023202829,0.023102138,0.00010069087
MRPL18,0.030270636,0.03017309,9.754673e-05
DDX21,0.04387642,0.043783143,9.3277544e-05
UBE3A,0.024413876,0.024327721,8.615479e-05
TERF2IP,0.025950518,0.025866281,8.4236264e-05
CSDE1,0.0918485,0.091765,8.349866e-05
SUSD6,0.02676111,0.026679296,8.1814826e-05
NDN,0.024972681,0.024892053,8.062832e-05
TMEM87A,0.062277608,0.06219941,7.819757e-05
EMC8,0.030952912,0.030876242,7.66702e-05
PRCC,0.03404971,0.033974234,7.547438e-05
NAP1L1,0.079452015,0.07937874,7.327646e-05
CASC3,0.031155989,0.03108507,7.091835e-05
ANAPC11,0.043826804,0.04375617,7.063523e-05
EXT2,0.030775437,0.030705065,7.03726e-05
POLR2F,0.070643954,0.070574135,6.981939e-05
YRDC,0.026343463,0.026274994,6.846897e-05
AK2,0.06873384,0.06866543,6.841123e-05
SCAMP2,0.02859425,0.028527364,6.6885725e-05
COMMD2,0.022506302,0.022440206,6.609596e-05
GNPTAB,0.025735226,0.025670461,6.476417e-05
CS,0.034860265,0.034795552,6.471202e-05
TRAPPC2L,0.022144489,0.022080591,6.389804e-05
DNAJC21,0.04752634,0.047463406,6.2935054e-05
SMARCA4,0.027866812,0.027803969,6.2843785e-05
AZIN1,0.05166259,0.05160003,6.25588e-05
PCBP2,0.1326875,0.13262673,6.0766935e-05
OAT,0.03489616,0.034839753,5.6408346e-05
ZHX1,0.022956261,0.022900328,5.593337e-05
SUGT1,0.022176526,0.02212103,5.549565e-05
SEC16A,0.035022803,0.034970343,5.2459538e-05
ARHGDIA,0.03552277,0.03547184,5.0928444e-05
UPF2,0.022362681,0.022312196,5.0485134e-05
NRIP1,0.029976241,0.029926784,4.9456954e-05
UBE2G2,0.026840357,0.026795125,4.5232475e-05
HMGN4,0.047760986,0.047720034,4.0952116e-05
BRIX1,0.024995277,0.024958627,3.6649406e-05
NOMO1,0.023911865,0.023879785,3.2080337e-05
OGDH,0.05207543,0.052051995,2.3435801e-05
SCARB2,0.06979184,0.06977077,2.1070242e-05
MAGED2,0.022802744,0.022786174,1.6570091e-05
ACTA2,0.08271143,0.08269506,1.6368926e-05
LAMTOR2,0.041047767,0.041032214,1.5553087e-05
LARS1,0.028781543,0.028767103,1.4439225e-05
DCAF15,0.02693781,0.026928646,9.164214e-06
TXN2,0.033251055,0.033241905,9.149313e-06
TIPRL,0.027605282,0.027606545,-1.2628734e-06
PARL,0.023705872,0.023709733,-3.8612634e-06
PAPOLA,0.06441476,0.06442652,-1.1757016e-05
NDUFS2,0.07617062,0.0761888,-1.8179417e-05
LSM1,0.031682625,0.031700924,-1.8298626e-05
ELK4,0.027130391,0.027154824,-2.4432316e-05
FASTKD2,0.04217832,0.042208187,-2.9865652e-05
PRPF4,0.024460036,0.024493068,-3.303215e-05
DYM,0.022769717,0.02280334,-3.3622608e-05
SLC39A1,0.028834999,0.028869484,-3.4485012e-05
ERLEC1,0.025725195,0.0257661,-4.090555e-05
ELAVL1,0.022751382,0.022797575,-4.61936e-05
OAZ2,0.025314637,0.025361788,-4.7151e-05
DPP9,0.023546778,0.023595985,-4.920736e-05
E2F4,0.021456933,0.021507945,-5.1012263e-05
DDX6,0.028334118,0.028386246,-5.2127987e-05
RAB8A,0.023446266,0.02349941,-5.314499e-05
MAP2K2,0.048887376,0.04894623,-5.885586e-05
UQCR11,0.037749227,0.037809372,-6.0144812e-05
CNP,0.029654369,0.029718796,-6.442703e-05
UBE2J2,0.031455003,0.03151945,-6.444752e-05
TXLNA,0.02730551,0.027371118,-6.560795e-05
PTPN2,0.028914932,0.028982,-6.7068264e-05
RAD1,0.028695004,0.028763281,-6.827712e-05
FXYD5,0.059708424,0.059778087,-6.966293e-05
UBTF,0.025684705,0.02575583,-7.1125105e-05
SERPINB1,0.039543867,0.039618045,-7.417798e-05
DCTN5,0.02408284,0.024161467,-7.862784e-05
VPS37C,0.02881671,0.028896006,-7.929653e-05
ZNF22,0.023459036,0.023539826,-8.079037e-05
FAM3C,0.022000251,0.022083169,-8.291751e-05
SMAD2,0.05416017,0.054243337,-8.3167106e-05
VPS25,0.03627358,0.036360446,-8.686632e-05
CDC16,0.022386605,0.02248054,-9.393506e-05
AGPAT3,0.027184572,0.027278615,-9.404309e-05
MCM3AP,0.027066464,0.027162047,-9.55835e-05
APEX1,0.03184932,0.03194759,-9.826943e-05
ARPC4,0.041272093,0.04137525,-0.000103157014
DDX18,0.03309704,0.033201996,-0.00010495633
LSM14A,0.03384978,0.033958644,-0.00010886416
ARPC1B,0.10819854,0.10831612,-0.00011758506
BCL9L,0.027364891,0.027485352,-0.00012046099
OXCT1,0.022398729,0.022519201,-0.00012047216
PSMD12,0.025091369,0.025224777,-0.00013340823
KYNU,0.029777318,0.029913062,-0.00013574399
GTF3C2,0.027615404,0.027753929,-0.00013852492
OIP5-AS1,0.04903622,0.049175464,-0.0001392439
FOXN3,0.031630594,0.03177734,-0.00014674664
OSBP,0.030880503,0.03102751,-0.0001470074
MRPL9,0.028329987,0.028478194,-0.00014820695
TALDO1,0.024014238,0.024163386,-0.00014914759
C1QBP,0.033114374,0.03326762,-0.00015324727
RNPS1,0.081223965,0.081379,-0.00015503168
PDIA3,0.14283715,0.1429955,-0.00015835464
PABPC4,0.09487049,0.095029645,-0.00015915185
ARPC3,0.105749995,0.105912745,-0.00016275048
PANK3,0.03641934,0.036583334,-0.00016399473
LBR,0.02798109,0.028145185,-0.00016409531
ERF,0.041876853,0.04204203,-0.00016517565
SCAF1,0.024870655,0.025037527,-0.00016687252
SRI,0.045132253,0.04530003,-0.0001677759
DCAF8,0.028918376,0.029086411,-0.0001680348
DCTN1,0.021705005,0.021877166,-0.00017216057
UBE2E1,0.026898118,0.027074886,-0.00017676875
MTATP6P1,0.439603,0.43978077,-0.00017777085
MED31,0.022968117,0.023148883,-0.00018076599
TASOR,0.028633012,0.028814558,-0.00018154643
PSMD3,0.033034977,0.03321829,-0.00018331409
APOBEC3C,0.03592278,0.03611091,-0.00018813089
PHLDA3,0.023803167,0.023993421,-0.0001902543
MRPS6,0.029657489,0.02984789,-0.00019040145
KHDRBS1,0.054380894,0.054574415,-0.00019352138
TXNDC15,0.025421571,0.025620535,-0.00019896403
SSH2,0.034828797,0.03502815,-0.00019935146
COPS2,0.027851583,0.028052663,-0.00020108
KANSL1,0.026679084,0.026880495,-0.00020141155
RBM22,0.025107523,0.025318682,-0.00021115877
CDC42EP4,0.055523384,0.0557353,-0.00021191686
PCMT1,0.050494045,0.050711565,-0.0002175197
GNL2,0.029011877,0.029230034,-0.00021815673
PPP4R3A,0.024432018,0.024650514,-0.00021849573
SEPHS1,0.02931511,0.029536897,-0.00022178702
CMSS1,0.023034,0.023257136,-0.00022313558
ZNHIT1,0.032546192,0.032774236,-0.00022804365
MGST3,0.10366316,0.10389232,-0.00022915751
MRPL41,0.06548372,0.06571622,-0.00023250282
SNX7,0.022714522,0.022947405,-0.0002328828
ATN1,0.038874663,0.03910758,-0.00023291633
TRADD,0.02327008,0.023506867,-0.0002367869
MYL6,0.39707717,0.39731485,-0.00023767352
FMR1,0.0285226,0.028761372,-0.00023877248
GNS,0.033860825,0.03410045,-0.00023962557
PPP1R18,0.054681286,0.054921743,-0.00024045631
AP2B1,0.045129552,0.045373056,-0.0002435036
TOP1MT,0.030145152,0.030389369,-0.000244217
IFNAR1,0.025951765,0.026196685,-0.0002449192
ZNF146,0.025754511,0.026000101,-0.00024558976
NDUFV1,0.05033103,0.05057893,-0.00024789944
FOXK1,0.03434668,0.03459624,-0.0002495572
BLTP2,0.028519658,0.02877542,-0.00025576167
RNF168,0.024678648,0.024935264,-0.00025661662
DCAF13,0.029208882,0.029465651,-0.00025676936
SF3B4,0.04556721,0.04582911,-0.00026189908
MBP,0.037356168,0.037626747,-0.000270579
TSEN54,0.021992233,0.022263642,-0.00027140975
HNRNPF,0.08056851,0.08084275,-0.00027424097
MMP13,0.0507439,0.051024985,-0.00028108433
SRSF6,0.071990944,0.07227288,-0.00028193742
TARBP1,0.034453228,0.03473834,-0.00028511137
NOP58,0.04740876,0.04769551,-0.0002867505
TGOLN2,0.034468025,0.034754902,-0.00028687716
ARHGEF18,0.023831073,0.024118964,-0.00028789043
PITRM1,0.02490849,0.025196671,-0.000288181
ACOX1,0.03496201,0.035250656,-0.00028864667
NCOA7,0.025480613,0.025769984,-0.00028937124
HSPB11,0.036953297,0.037243858,-0.00029056147
DAG1,0.02952119,0.029816462,-0.0002952721
UBE2J1,0.02781503,0.028113471,-0.00029844046
RSU1,0.028475225,0.02877492,-0.00029969588
USB1,0.026098946,0.026402269,-0.00030332245
PSMD1,0.037557106,0.0378664,-0.00030929223
IL20RB,0.02237516,0.022687294,-0.00031213276
CLPTM1L,0.099073306,0.099388674,-0.00031536818
RAB5C,0.06023821,0.060553644,-0.00031543523
TFDP1,0.046749577,0.047066282,-0.00031670555
DCAF7,0.025246274,0.025565017,-0.0003187433
UBAC1,0.030303907,0.030625459,-0.00032155216
ARHGEF1,0.030435117,0.030757062,-0.00032194518
PCYOX1,0.03470737,0.035031803,-0.0003244318
NDUFA8,0.028836895,0.02916443,-0.00032753497
TCF4,0.029465036,0.029796805,-0.00033176877
MBNL1,0.03688869,0.037221484,-0.00033279508
TMEM183A,0.035854056,0.036187306,-0.00033324957
FKBP1A,0.1668213,0.16715854,-0.00033724308
GGPS1,0.026653506,0.026995404,-0.00034189783
GTF3A,0.031386457,0.031729516,-0.00034305826
CNN2,0.086144626,0.086488865,-0.00034423918
ARPP19,0.04438964,0.044734307,-0.00034466758
PET100,0.026831448,0.02717723,-0.00034578145
GPN1,0.029322559,0.029668635,-0.00034607574
IFIH1,0.024480125,0.02482843,-0.00034830533
SCAMP3,0.031016117,0.031376015,-0.00035989843
ALG3,0.023364529,0.023730509,-0.00036597997
AAMP,0.0462498,0.046618037,-0.0003682375
NLRC5,0.026553337,0.026930148,-0.00037681125
SRSF3,0.08317772,0.08356679,-0.00038906932
PPP2R1A,0.047359247,0.047749925,-0.00039067864
USP5,0.022199223,0.022590447,-0.0003912244
SF3B2,0.045673266,0.0460651,-0.00039183348
HSPG2,0.04088619,0.041280363,-0.00039417297
CMAS,0.021549381,0.021944068,-0.00039468706
THOC7,0.025237415,0.025632657,-0.00039524212
ETF1,0.0512602,0.051655687,-0.000395488
MTFR1,0.021507006,0.021903696,-0.0003966894
OLA1,0.0491265,0.04952487,-0.00039837137
PDE6D,0.023992341,0.024395337,-0.00040299632
DCTD,0.03759907,0.038002647,-0.0004035756
TLN1,0.03683171,0.037236318,-0.0004046075
SLC35E1,0.028149907,0.02855695,-0.00040704384
PTPN14,0.030126145,0.030533474,-0.00040732883
NDUFB5,0.021280168,0.021693975,-0.0004138071
MED24,0.02709316,0.02751146,-0.0004182998
CEBPD,0.03044577,0.030864513,-0.00041874312
PABPC1,0.3400053,0.34042427,-0.00041896105
ERI3,0.030369455,0.030789062,-0.0004196074
MYC,0.029673098,0.030095074,-0.00042197667
MCAM,0.03946043,0.039886013,-0.0004255809
SEC61B,0.05061441,0.051048577,-0.00043416768
RAC2,0.04313643,0.043571565,-0.00043513626
NSD1,0.029012848,0.029454587,-0.00044173934
PARP9,0.023708813,0.024156267,-0.00044745393
RTN3,0.09185986,0.092307426,-0.00044756383
MAPKAPK2,0.08596638,0.08641453,-0.00044815242
ILRUN,0.022703761,0.02315507,-0.0004513096
PRPF3,0.026557269,0.027010053,-0.00045278482
DYNLL2,0.0314158,0.031871274,-0.00045547262
SMDT1,0.02204801,0.022509484,-0.00046147406
ATP6V0D1,0.0450779,0.045542475,-0.0004645735
GFM1,0.028979199,0.029449428,-0.0004702285
IARS1,0.02695855,0.027433397,-0.00047484785
FAR1,0.026391085,0.02686637,-0.00047528557
RPL9,0.16251521,0.16299573,-0.00048051775
TM9SF2,0.07936987,0.07985152,-0.00048165023
CISD2,0.028138636,0.028620934,-0.00048229843
TCF20,0.0359899,0.036475204,-0.00048530474
PRPF40A,0.04392655,0.04441243,-0.00048588216
CSNK1G2,0.03278076,0.033267066,-0.00048630685
NRDC,0.06647006,0.06697429,-0.00050423294
ANP32B,0.08552709,0.086034864,-0.00050777197
IER3IP1,0.04114231,0.041650593,-0.00050828233
FARSB,0.02635193,0.026863847,-0.00051191635
SIN3B,0.02575984,0.026277058,-0.00051721744
SHFL,0.027131384,0.027649997,-0.00051861256
WBP1L,0.030298376,0.030822061,-0.00052368455
ECHS1,0.021900078,0.022432163,-0.0005320851
SAT1,0.106209464,0.1067433,-0.0005338341
NSD2,0.02896824,0.029504742,-0.00053650327
XPO7,0.022281675,0.022819102,-0.00053742714
TIMP1,0.10324159,0.103780545,-0.00053895265
CALCOCO2,0.022737386,0.023277216,-0.00053982995
AP1G1,0.02682156,0.027361564,-0.00054000504
SGPL1,0.03991235,0.040453207,-0.0005408563
BAG6,0.027740775,0.028286027,-0.0005452521
CWC15,0.03673782,0.037283827,-0.00054600835
PDCD6,0.024618382,0.025170473,-0.00055209175
PLOD3,0.021809058,0.02236206,-0.0005530026
MTLN,0.023655018,0.02421094,-0.00055592135
UBA2,0.03592251,0.03648235,-0.00055984035
DNM1L,0.022033459,0.022593845,-0.0005603861
UROD,0.022041196,0.022604251,-0.0005630553
IRF3,0.031266496,0.031836685,-0.0005701892
COPB1,0.026446614,0.027024148,-0.0005775336
MED19,0.023086917,0.023667403,-0.0005804859
ATP5F1C,0.091377504,0.091958426,-0.00058092177
WDR82,0.03244015,0.033021852,-0.0005817041
LRRC59,0.03017114,0.030753186,-0.0005820468
PALLD,0.081946395,0.082528464,-0.00058206916
BTG3,0.029370261,0.029957708,-0.0005874466
ECHDC2,0.023268374,0.023856321,-0.00058794767
SLC35B1,0.028937368,0.029526081,-0.0005887132
ARHGAP1,0.039802704,0.04039501,-0.00059230626
EPRS1,0.025360346,0.02595406,-0.0005937144
RPS15,0.22912511,0.22971934,-0.0005942285
DEGS1,0.04383347,0.044431668,-0.00059819594
VMA21,0.06344109,0.06404125,-0.00060015917
SDHB,0.0402937,0.040894926,-0.0006012246
MPZL1,0.05028998,0.05089303,-0.00060305
NOL11,0.025007933,0.025614526,-0.00060659274
ST13,0.06751188,0.068119004,-0.00060712546
UBXN1,0.03571303,0.036320936,-0.0006079078
ETV6,0.029059919,0.029668633,-0.0006087143
COX17,0.048668582,0.049278166,-0.00060958415
GALNT1,0.022525175,0.023134891,-0.0006097164
MRPL52,0.0349098,0.035524763,-0.0006149635
C8orf33,0.021210434,0.021827793,-0.00061735883
SDCCAG8,0.0544908,0.055121712,-0.00063091144
PEA15,0.08435493,0.08499203,-0.00063709915
STK17B,0.04062204,0.04126103,-0.00063898787
PTPN1,0.033435915,0.034075305,-0.0006393902
NDUFS1,0.03251309,0.03315619,-0.0006431006
CHD4,0.030233445,0.030878482,-0.00064503774
NASP,0.028107448,0.028757343,-0.0006498955
TARDBP,0.059171986,0.059824005,-0.00065201893
BAX,0.041049793,0.0417023,-0.00065250695
MYO1B,0.06870306,0.06935641,-0.00065334886
ARHGAP35,0.023992091,0.02464705,-0.0006549582
SNX3,0.02831809,0.028982235,-0.00066414475
ATP6V1A,0.031834856,0.03250404,-0.0006691851
SREBF1,0.025950188,0.026624415,-0.00067422725
STAG2,0.03476552,0.035442416,-0.0006768964
TDG,0.022018807,0.022696907,-0.0006780997
ARL1,0.02838267,0.029063672,-0.0006810017
MRPL21,0.03450671,0.035191935,-0.0006852262
NDUFA5,0.030996492,0.031683728,-0.00068723597
VPS4B,0.03864199,0.039330862,-0.00068887323
HDDC2,0.021309588,0.022000752,-0.0006911643
CAPZA1,0.12797414,0.12867011,-0.00069597363
XRN1,0.021972964,0.022669487,-0.0006965231
TJP1,0.02729828,0.02799736,-0.0006990805
GFPT1,0.025586085,0.02628838,-0.00070229545
KDSR,0.07058622,0.071292445,-0.00070622563
LANCL1,0.021435166,0.022142122,-0.0007069558
SDHC,0.037010726,0.037722442,-0.0007117167
SYNPO,0.03911315,0.03983012,-0.00071696937
CUL4B,0.02618466,0.026904508,-0.000719849
SPCS1,0.057298493,0.05802234,-0.00072384626
ATL2,0.030525345,0.03125358,-0.00072823465
GART,0.022894133,0.023622477,-0.00072834454
HADHB,0.040398642,0.041128736,-0.00073009357
NF2,0.022559347,0.023292243,-0.00073289685
ACAA2,0.026398167,0.027133351,-0.0007351842
EDF1,0.059742015,0.060479768,-0.00073775277
RAB11A,0.05845461,0.059194192,-0.0007395819
OTUD6B-AS1,0.02709219,0.027835209,-0.00074301846
FKBP4,0.02943242,0.030175835,-0.0007434152
HDAC1,0.06768896,0.06843372,-0.00074476004
SRSF4,0.042815797,0.043562032,-0.00074623525
HSPB8,0.02288058,0.023626989,-0.0007464085
MBOAT7,0.03675175,0.0374989,-0.00074714795
PWP1,0.027947098,0.028694453,-0.0007473547
SSB,0.034200426,0.03495152,-0.00075109303
SNHG14,0.025114749,0.025868693,-0.00075394474
MPC2,0.026691077,0.027448589,-0.0007575117
BAZ1B,0.027897215,0.028655045,-0.0007578302
HNRNPDL,0.10135368,0.10212181,-0.00076812506
UBE4B,0.027132068,0.027900496,-0.00076842867
EML4,0.02341772,0.024186421,-0.0007687006
SLCO3A1,0.023378057,0.02414701,-0.0007689521
NDUFB6,0.023799632,0.024568934,-0.00076930225
PPP2CA,0.05934001,0.0601133,-0.0007732883
